gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
TM9SF2	0.752172	0.931091	1.21428	0.850409	0.92947	0.133808	0.079	0	0	0	0	1	0
ZNF726	0.81106	0.948765	1.10374	0.849332	0.929487	0.133866	1.887	9	0	0	0	1	0
PIP5K1A	0.747271	0.929576	1.22186	0.848756	0.929504	0.133977	0.542	2	0	0	0	1	0
SLCO4C1	0.766391	0.935445	1.18068	0.846452	0.929522	0.134109	0.838	4	0	0	0	1	0
C8B	0.759769	0.933424	1.19336	0.846318	0.929539	0.134131	1.334	7	0	0	0	1	0
FBXW8	0.73175	0.924734	1.24893	0.845118	0.929556	0.13431	1.269	7	0	0	0	3	1
ABCG1	0.649454	3.76288	0.345746	0.844941	0.929573	0.134344	0.461	2	0	1	0	1	1
WIPI2	0.757868	0.932842	1.19451	0.844482	0.92959	0.134351	0.619	3	0	0	1	0	2
LRRN1	0.715508	0.919589	1.28344	0.84447	0.929607	0.134372	0.32	1	0	0	0	1	0
NT5DC2	0.700874	0.914882	1.31435	0.842784	0.929624	0.134507	0.723	3	0	0	0	1	0
TLR1	0.73993	0.927295	1.22819	0.842702	0.929641	0.13452	1.851	9	0	0	0	3	1
GALNS	0.733968	0.92543	1.23624	0.839702	0.929658	0.134711	1.013	5	0	0	0	1	0
ABTB1	0.710606	0.91802	1.28682	0.839456	0.929675	0.134743	0.756	4	0	0	0	3	1
AMER2	0.722694	0.921876	1.25994	0.839415	0.929692	0.134764	0.715	3	0	0	0	1	0
ADAMTS3	0.565242	0.867559	1.70904	0.838082	0.929709	0.134871	0.604	3	0	0	0	2	0
TCHP	0.739919	0.927292	1.22079	0.837611	0.929726	0.134908	1.017	5	0	0	0	1	0
GNPTAB	0.591946	0.877466	1.61243	0.837515	0.929743	0.134918	0.821	4	0	0	0	2	0
NACC2	0.803122	0.946436	1.1018	0.837485	0.92976	0.134942	0.754	4	0	0	0	1	0
PKM	0.721848	0.921607	1.25822	0.83704	0.929777	0.13499	0.383	1	0	0	0	1	0
GIMAP8	0.72118	0.921395	1.25966	0.837031	0.929794	0.135015	0.986	5	0	0	0	1	0
SLC6A11	0.728876	0.92383	1.24128	0.835825	0.929811	0.135138	0.64	3	0	0	0	1	0
DHCR7	0.717088	0.920093	1.26635	0.835524	0.929828	0.135159	1.349	7	0	0	0	1	0
TCOF1	0.50917	0.845628	1.94028	0.835423	0.929845	0.135161	0.311	1	0	0	1	0	1
PIGQ	0.605214	3.67841	0.374619	0.833987	0.929862	0.135188	0.904	4	0	1	0	1	1
GRHL3	0.723587	0.922158	1.24957	0.833788	0.929879	0.135205	0.277	1	0	0	0	1	0
SPATC1	0.687369	0.910477	1.33142	0.833247	0.929896	0.135258	1.246	6	0	0	0	1	0
SLC23A1	0.722917	0.921946	1.24919	0.832572	0.929913	0.135295	0.537	2	0	0	0	1	0
MECOM	12.8273	0.884886	0.0732813	0.831791	0.92993	0.135346	0.136	0	1	0	0	0	0
PMPCA	0.720791	0.921271	1.2524	0.831651	0.929947	0.13537	1.07	5	0	0	0	1	0
LCMT2	0.740273	0.927402	1.21007	0.830752	0.929964	0.135418	1.473	7	0	0	0	1	0
SP2	0.702885	0.915533	1.29091	0.830722	0.929981	0.135439	0.219	0	0	0	0	1	0
NOBOX	0.723899	0.922257	1.24274	0.82968	0.929998	0.135564	0.759	4	0	0	0	1	0
GCLC	0.766119	0.935362	1.15618	0.828514	0.930015	0.135624	0.401	1	0	0	0	1	0
ZNHIT3	0.941155	0.984831	0.893803	0.828446	0.930032	0.135651	1.803	9	0	0	0	2	1
PGS1	0.719846	0.920971	1.24917	0.828146	0.930049	0.135682	1.131	6	0	0	0	1	0
C1orf185	0.943698	0.9855	0.890462	0.828143	0.930065	0.135701	1.815	9	0	0	0	2	1
DDX23	12.0956	0.872766	0.0784472	0.828136	0.930082	0.135703	0.361	1	1	0	0	0	0
FKBP10	0.689922	0.911315	1.31625	0.827574	0.930099	0.135748	0.85	4	0	0	0	1	0
SYVN1	0.717408	0.920195	1.2529	0.827112	0.930116	0.135778	0.171	0	0	0	0	1	0
FSD1	0.706522	0.916707	1.27481	0.82566	0.930133	0.135879	0.472	2	0	0	0	1	0
TPCN2	0.649414	0.89776	1.41485	0.824885	0.93015	0.135945	0.691	3	0	0	1	0	0
RABGAP1L	0.721224	3.89247	0.293736	0.82462	0.930167	0.135974	0.509	2	0	1	0	1	1
P2RX7	0.734852	0.925708	1.21064	0.82355	0.930183	0.136091	0.916	5	0	0	0	1	0
KCNA3	0.716038	0.919758	1.24885	0.82247	0.9302	0.136129	0.392	1	0	0	1	0	0
GGT5	0.715707	0.919653	1.24951	0.822431	0.930217	0.136151	1.098	6	0	0	0	1	0
STIP1	0.752684	0.931248	1.17325	0.822375	0.930234	0.136185	0.201	0	0	0	0	1	0
C11orf86	0.938872	0.984229	0.888501	0.821033	0.930251	0.136217	1.897	9	0	0	0	2	1
FIBCD1	0.693745	0.912564	1.29653	0.820815	0.930267	0.136248	1.591	8	0	0	0	1	0
KIAA1586	0.75623	0.932339	1.16397	0.820671	0.930284	0.136283	1.122	6	0	0	0	1	0
ZNF2	0.776829	0.938605	1.12338	0.819098	0.930301	0.136402	0.642	3	0	0	0	1	0
LEO1	0.738366	0.926807	1.19686	0.81904	0.930318	0.136426	0.35	1	0	0	0	1	0
OGFRL1	0.848239	4.10307	0.235233	0.818702	0.930335	0.136467	0.754	4	0	1	0	2	2
DLAT	0.75991	0.933467	1.15353	0.818256	0.930351	0.13651	0.863	4	0	0	0	1	0
ASIC1	0.714395	0.919233	1.2457	0.818043	0.930368	0.136579	0.344	1	0	0	0	1	0
SENP5	0.734455	0.925583	1.20284	0.81769	0.930385	0.136637	0.191	0	0	0	0	1	0
RAB44	0.878134	0.967829	0.960687	0.816472	0.930402	0.136732	1.032	5	0	0	0	1	0
EXOC5	0.778033	0.938968	1.11645	0.815622	0.930418	0.136779	0.178	0	0	0	0	1	0
NFKBIZ	0.746601	0.929369	1.17325	0.814082	0.930435	0.136916	0.189	0	0	0	0	1	0
NRBP2	0.728662	0.923762	1.209	0.81379	0.930452	0.136962	0.521	2	0	0	0	1	0
ZNF606	0.730475	0.924333	1.20266	0.812041	0.930469	0.13715	0.417	1	0	0	0	1	0
DGKQ	0.542012	0.858669	1.74425	0.811787	0.930485	0.137175	0.703	3	0	0	0	4	1
ADRA1D	0.734364	0.925555	1.19304	0.8109	0.930502	0.137303	1.314	7	0	0	0	1	0
GRN	0.69537	0.913094	1.27494	0.809507	0.930519	0.137411	0.483	2	0	0	0	1	0
GALNT2	0.714549	0.919283	1.23227	0.809446	0.930535	0.137427	0.488	2	0	0	0	1	0
HERC4	0.672098	0.905421	1.33003	0.809364	0.930552	0.13743	0.246	0	0	0	1	0	0
PCDH12	0.550609	0.86199	1.7045	0.808989	0.930569	0.137466	0.98	5	0	0	0	2	0
SLC6A20	0.71627	0.919832	1.22624	0.807904	0.930586	0.137529	1.26	7	0	0	0	1	0
ZKSCAN7	0.735147	0.9258	1.18454	0.806194	0.930619	0.137724	0.716	3	0	0	0	1	0
EFHC1	0.718504	0.920544	1.21849	0.805929	0.930636	0.137755	1.205	6	0	0	0	1	0
APPL1	0.740376	0.927434	1.17282	0.805314	0.930652	0.137818	0.35	1	0	0	0	1	0
EEPD1	0.707546	0.917037	1.24063	0.80498	0.930669	0.13784	0.581	3	0	0	0	1	0
TATDN2	0.709687	0.917725	1.2359	0.804939	0.930686	0.137855	0.837	4	0	0	0	3	1
WNT8B	0.858634	4.1194	0.227379	0.804252	0.930702	0.137888	0.74	3	0	1	0	0	1
WDPCP	0.735999	0.926067	1.17995	0.804236	0.930719	0.137907	0.782	4	0	0	0	1	0
SLC17A7	0.716436	0.919885	1.21958	0.803748	0.930735	0.137977	0.116	0	0	0	0	1	0
MAP3K10	11.4008	0.860759	0.0818962	0.803676	0.930752	0.137979	0.409	1	1	0	0	0	0
MAU2	0.712547	0.918642	1.2263	0.802709	0.930769	0.138116	0.119	0	0	0	0	1	0
ZNF324B	0.645759	0.896508	1.38427	0.801393	0.930785	0.13824	1.098	6	0	0	0	1	0
CUEDC1	0.764875	0.934983	1.11973	0.800771	0.930802	0.138315	1.091	6	0	0	0	1	0
ZBTB7A	12.7743	0.884025	0.070906	0.800726	0.930818	0.138316	0.329	1	1	0	0	0	0
SLC12A8	0.69802	0.913956	1.2544	0.800259	0.930835	0.138403	1.225	6	0	0	0	1	0
KCNA5	0.653623	0.899195	1.35954	0.79905	0.930852	0.138525	0.919	5	0	0	0	1	0
PABPC1L	0.683352	0.909155	1.28472	0.798161	0.930868	0.138574	0.621	3	0	0	0	1	0
MAN1A1	0.766391	0.935445	1.11284	0.797817	0.930885	0.138602	0.462	2	0	0	0	1	0
FZD9	0.648011	0.89728	1.3718	0.79763	0.930901	0.138645	0.834	4	0	0	0	1	0
LRRC73	0.860468	4.12226	0.224746	0.797191	0.930918	0.138651	0.81	4	0	1	0	0	1
SHC2	0.732745	0.925047	1.17565	0.796882	0.930934	0.138701	1.329	7	0	0	0	1	0
EHD4	0.722605	0.921847	1.19529	0.79622	0.930951	0.138769	0.787	4	0	0	0	1	0
TMEM132A	0.517534	0.849004	1.81203	0.796185	0.930967	0.138816	0.802	4	0	0	0	2	0
PRKG1	0.750558	0.930593	1.13775	0.794676	0.930984	0.138945	0.235	0	0	0	0	1	0
IK	0.738731	0.926921	1.15987	0.794215	0.931	0.139005	0.607	3	0	0	0	1	0
SLC43A2	0.70625	0.916619	1.22677	0.794164	0.931017	0.139028	0.574	2	0	0	0	1	0
TRPC1	0.712976	0.918779	1.2121	0.794005	0.931033	0.139053	0.473	2	0	0	0	1	0
RIPK1	0.731468	0.924645	1.17322	0.793504	0.93105	0.139075	0.554	2	0	0	0	1	0
FBXO36	0.922745	0.979949	0.876945	0.792971	0.931066	0.139127	1.74	8	0	0	0	2	1
PHYHIPL	0.854437	4.11282	0.225621	0.792866	0.931083	0.139129	0.436	2	0	1	0	0	1
TH	0.681997	0.908708	1.27924	0.79279	0.931099	0.139155	0.788	4	0	0	0	1	0
SYCP2L	0.724022	0.922296	1.18704	0.792664	0.931116	0.139178	0.998	5	0	0	0	1	0
EPB41L3	0.553187	0.862979	1.6594	0.792178	0.931132	0.139249	0.477	2	0	0	0	2	0
XRCC5	0.740353	0.927427	1.15359	0.792081	0.931149	0.13927	0.147	0	0	0	0	1	0
KIF11	0.670932	0.905032	1.30408	0.791855	0.931182	0.139306	0.121	0	0	0	1	0	0
GCFC2	0.758197	0.932943	1.11933	0.791761	0.931198	0.139317	1.167	6	0	0	0	3	1
TSHZ1	11.0445	0.854396	0.0838778	0.791502	0.931214	0.139321	0.241	0	1	0	0	0	0
TSHR	0.698558	0.914131	1.23873	0.791022	0.931231	0.139388	1.259	7	0	0	0	1	0
CNGA3	0.671417	0.905194	1.30073	0.790538	0.931247	0.139403	1.486	8	0	0	0	3	1
ACSS2	0.71784	0.920333	1.19618	0.790258	0.931264	0.139441	0.903	4	0	0	0	3	1
MROH7	0.515084	0.848019	1.80858	0.789992	0.93128	0.139466	0.979	5	0	0	1	5	4
NAALADL2	0.730813	0.92444	1.16809	0.789151	0.931296	0.139558	0.713	3	0	0	0	1	0
MPP3	0.715917	0.919719	1.19834	0.789039	0.931313	0.139579	0.632	3	0	0	0	1	0
SMCHD1	0.480159	0.833602	1.97121	0.788998	0.931329	0.139582	0.153	0	0	0	0	3	0
TMEM151A	0.684625	0.909574	1.26698	0.78897	0.931345	0.139627	0.943	5	0	0	0	1	0
MROH8	0.664174	0.902766	1.3148	0.788346	0.931362	0.139712	0.851	4	0	0	0	1	0
COL4A1	0.429898	3.29806	0.555832	0.788075	0.931378	0.139717	0.128	0	0	1	0	1	0
FSCN2	0.685246	0.909779	1.26288	0.787308	0.931394	0.139787	1.479	7	0	0	0	1	0
SNAI3	0.815377	4.05061	0.237416	0.784132	0.931443	0.139935	1.144	6	0	1	0	0	1
CHST6	0.664807	0.902979	1.30613	0.78408	0.931459	0.139957	1.823	9	0	0	0	1	0
CD302	0.919511	0.979084	0.87036	0.783566	0.931476	0.14002	1.494	8	0	0	0	2	1
WDR70	0.724883	0.922569	1.17136	0.78335	0.931492	0.140049	0.757	4	0	0	0	3	1
NSMF	0.70176	0.915169	1.21756	0.781956	0.931508	0.140203	0.443	2	0	0	0	1	0
ACOX1	0.72255	0.92183	1.17394	0.781925	0.931525	0.140227	0.462	2	0	0	0	1	0
DDX54	0.520336	0.850127	1.76747	0.781844	0.931541	0.140238	0.664	3	0	0	0	2	0
NOMO1	0.640591	19.3083	0.0631767	0.781415	0.931557	0.140261	1.022	5	0	2	0	0	0
CLEC7A	0.913959	0.977595	0.874052	0.78095	0.931573	0.140321	1.876	9	0	0	0	2	1
TPX2	0.745287	0.928961	1.12775	0.780792	0.93159	0.140374	0.217	0	0	0	0	1	0
ALOX15	0.718416	0.920516	1.18002	0.780365	0.931622	0.140441	1.338	7	0	0	0	1	0
TKTL2	0.717342	0.920174	1.18092	0.779504	0.931638	0.140513	1.172	6	0	0	0	1	0
RAPGEF5	0.74853	0.929966	1.11819	0.77838	0.931654	0.140591	0.305	1	0	0	0	1	0
EIF4G2	0.673898	0.906021	1.27306	0.777288	0.931671	0.140629	0.085	0	0	0	1	0	0
CCDC93	0.733005	0.925128	1.14567	0.776908	0.931687	0.140692	0.605	3	0	0	0	1	0
IGHMBP2	0.539948	0.857866	1.67501	0.77587	0.931719	0.140758	0.953	5	0	0	0	4	1
COG3	0.728123	0.923592	1.15301	0.775388	0.931735	0.140829	0.214	0	0	0	0	1	0
RNF112	0.696067	0.913321	1.21957	0.775322	0.931752	0.140849	0.541	2	0	0	0	1	0
WDR46	0.715839	0.919695	1.17726	0.775055	0.931768	0.140883	0.947	5	0	0	0	1	0
CRIM1	0.582669	18.5964	0.0715238	0.774998	0.931784	0.140888	0.238	0	0	2	0	0	0
CHUK	0.738332	0.926796	1.13212	0.774689	0.9318	0.140922	0.285	1	0	0	0	1	0
BBS1	0.707132	0.916903	1.19324	0.773666	0.931816	0.140981	0.981	5	0	0	0	1	0
KCNK10	0.71019	0.917886	1.18654	0.773476	0.931832	0.141044	0.674	3	0	0	0	1	0
TBRG4	0.715608	0.919621	1.17525	0.773415	0.931848	0.141067	0.738	3	0	0	0	1	0
KLRK1	0.915277	0.977949	0.863651	0.77305	0.931865	0.141087	1.797	9	0	0	0	2	1
TBK1	0.74576	0.929108	1.11384	0.771772	0.931881	0.141303	0.42	1	0	0	0	1	0
MYO16	0.413432	3.25753	0.572911	0.771578	0.931897	0.141326	0.272	1	0	1	0	1	0
STIM1	0.694408	0.91278	1.21656	0.771103	0.931913	0.141369	0.378	1	0	0	0	1	0
TMF1	0.657739	0.900593	1.30147	0.770931	0.931929	0.141372	0.502	2	0	0	1	0	0
AP3S2	0.913848	0.977565	0.862381	0.770405	0.931945	0.141465	1.427	7	0	0	0	2	1
NAGLU	0.689763	0.911262	1.22531	0.770177	0.931961	0.141489	0.903	4	0	0	0	1	0
SCAF11	0.568004	0.868599	1.56085	0.770073	0.931977	0.141504	0.193	0	0	0	0	2	0
PCK2	0.677253	0.907137	1.25318	0.769905	0.931993	0.141541	1.393	7	0	0	0	1	0
LCN12	0.896463	0.97286	0.882732	0.76986	0.932009	0.141558	1.33	7	0	0	0	2	1
TLR5	0.715817	0.919688	1.1693	0.769786	0.932025	0.141585	1.382	7	0	0	0	1	0
FARSA	0.708605	0.917377	1.18315	0.769116	0.932041	0.14164	0.526	2	0	0	0	1	0
CD44	0.726036	0.922933	1.14743	0.768875	0.932057	0.141664	0.664	3	0	0	0	1	0
FCHO2	0.76891	0.93621	1.06788	0.768727	0.932073	0.141704	0.222	0	0	0	0	1	0
DAB2	0.720735	0.921254	1.15761	0.768632	0.932089	0.141739	0.419	1	0	0	0	1	0
DEAF1	0.707187	0.916921	1.18474	0.768227	0.932105	0.141842	0.698	3	0	0	0	1	0
MEP1A	0.709676	0.917721	1.17934	0.768085	0.932121	0.141866	0.919	5	0	0	0	1	0
LATS1	12.7254	0.883229	0.0683307	0.767999	0.932137	0.14189	0.228	0	1	0	0	0	0
NCLN	0.689838	0.911287	1.2207	0.76738	0.932153	0.141924	0.395	1	0	0	0	1	0
FCER1A	0.910743	0.97673	0.862478	0.767218	0.932169	0.141949	1.368	7	0	0	0	2	1
COL8A1	0.71722	0.920135	1.16237	0.767094	0.932185	0.141972	0.504	2	0	0	0	1	0
JAKMIP1	0.57065	0.869592	1.54458	0.766472	0.932201	0.14203	0.229	0	0	0	1	0	0
LRRC8C	0.706936	0.91684	1.18151	0.765794	0.932217	0.142082	0.639	3	0	0	0	1	0
SOS2	0.576455	0.871759	1.52312	0.765412	0.932233	0.142118	0.256	0	0	0	0	2	0
CAMKK2	0.688215	0.910755	1.22011	0.76476	0.932249	0.142211	0.47	2	0	0	0	1	0
ATRIP	0.713889	0.919072	1.16373	0.76354	0.932297	0.142343	0.637	3	0	0	0	1	0
ITGB8	0.721714	0.921565	1.14656	0.762587	0.932313	0.142386	0.264	0	0	0	0	1	0
RPAIN	0.908738	0.976189	0.858561	0.76163	0.932329	0.142461	1.841	9	0	0	0	2	1
DYRK1B	0.673474	0.90588	1.24778	0.761252	0.932344	0.142517	0.323	1	0	0	0	1	0
ENOX1	0.707917	0.917156	1.17233	0.76116	0.93236	0.142548	0.649	3	0	0	0	1	0
VPS9D1	0.707481	0.917016	1.17306	0.76105	0.932376	0.142571	1.312	7	0	0	0	1	0
NDUFS1	0.727965	0.923543	1.13185	0.760948	0.932392	0.142621	0.808	4	0	0	0	3	1
STK11IP	0.546671	0.860473	1.61656	0.760424	0.932408	0.142709	0.857	4	0	0	0	2	0
ZNF616	0.706304	0.916637	1.17327	0.759604	0.932424	0.142848	1.815	9	0	0	0	1	0
SREBF2	0.517982	0.849184	1.72468	0.758622	0.93244	0.142893	0.382	1	0	0	0	2	0
CEP85	0.699343	0.914386	1.1852	0.757898	0.932455	0.143005	0.53	2	0	0	0	5	2
NT5M	0.902318	0.974452	0.861904	0.757843	0.932471	0.143023	1.855	9	0	0	0	2	1
PTBP1	0.682931	0.909016	1.22066	0.75778	0.932487	0.143043	0.176	0	0	0	0	1	0
HSPB7	0.877522	0.96766	0.891912	0.75736	0.932503	0.143081	1.576	8	0	0	0	2	1
TRIM63	0.833364	4.07949	0.222661	0.75698	0.932519	0.143093	1.469	7	0	1	0	0	1
PDE4B	0.721247	0.921416	1.13855	0.756643	0.932535	0.143144	0.395	1	0	0	0	1	0
TMBIM4	0.915416	0.977987	0.843515	0.755169	0.93255	0.14322	1.487	8	0	0	0	2	1
RINT1	0.727662	0.923447	1.12355	0.754977	0.932566	0.143253	0.826	4	0	0	0	3	1
NSMCE2	0.895712	0.972655	0.86549	0.75403	0.932582	0.143325	0.862	4	0	0	0	2	1
TMC4	0.690475	0.911495	1.19794	0.753942	0.932598	0.143366	1.005	5	0	0	0	1	0
HSPA9	0.732033	0.924823	1.113	0.753503	0.932614	0.143427	0.319	1	0	0	0	1	0
NASP	0.740937	0.927609	1.0956	0.753008	0.932629	0.143475	0.276	1	0	0	0	1	0
EPHA4	12.706	0.882913	0.0670951	0.752694	0.932661	0.143525	0.175	0	1	0	0	0	0
KLHL40	0.64561	0.896457	1.30031	0.752568	0.932677	0.143547	0.924	5	0	0	0	1	0
GOLGA5	0.735908	0.926038	1.10424	0.752514	0.932692	0.14357	0.527	2	0	0	0	1	0
OR6C65	0.89557	0.972616	0.863622	0.752255	0.932708	0.143596	1.938	9	0	0	0	2	1
YIPF7	0.912603	0.97723	0.842611	0.75146	0.932724	0.143641	1.351	7	0	0	0	2	1
METTL21A	0.90453	0.975051	0.850784	0.75036	0.93274	0.143727	1.363	7	0	0	0	2	1
N4BP3	0.666852	0.903666	1.24379	0.749521	0.932755	0.143767	0.866	4	0	0	0	1	0
CCDC59	0.908476	0.976118	0.845169	0.749479	0.932771	0.143792	1.699	8	0	0	0	2	1
AIG1	0.908354	0.976085	0.845075	0.74927	0.932802	0.143829	1.383	7	0	0	0	2	1
DCLK2	0.698375	0.914072	1.17313	0.748886	0.932818	0.143852	0.326	1	0	0	0	1	0
RNF157	0.711845	0.918417	1.14452	0.74825	0.932834	0.143886	0.74	3	0	0	0	1	0
OR5H1	0.893454	0.972039	0.861402	0.748104	0.932849	0.143902	1.874	9	0	0	0	2	1
PLAT	0.705032	0.916227	1.15727	0.747561	0.932865	0.143972	0.632	3	0	0	0	1	0
USP2	0.692273	0.912084	1.18282	0.746847	0.932896	0.14403	0.555	2	0	0	0	1	0
BIN1	0.708277	0.917272	1.14952	0.746823	0.932912	0.144053	0.368	1	0	0	0	1	0
SV2C	0.697161	0.913677	1.17241	0.746803	0.932928	0.144074	0.628	3	0	0	0	1	0
CCDC169	0.914402	0.977714	0.834884	0.746406	0.932943	0.144103	1.246	6	0	0	0	2	1
DGCR2	0.683236	0.909117	1.20134	0.746201	0.932959	0.144141	0.884	4	0	0	0	1	0
RASGRP2	0.673339	0.905835	1.22202	0.745349	0.93299	0.144311	0.447	2	0	0	0	1	0
OSBPL11	0.734308	0.925537	1.09651	0.745221	0.933006	0.144335	0.358	1	0	0	0	1	0
MOV10L1	0.538776	0.857409	1.6122	0.744759	0.933021	0.144378	0.771	4	0	0	0	2	0
UNC50	0.892077	0.971663	0.858509	0.744154	0.933037	0.144432	1.012	5	0	0	0	2	1
GGCX	0.68352	0.90921	1.19673	0.743722	0.933052	0.144466	0.93	5	0	0	0	1	0
GPAA1	0.709971	0.917816	1.14121	0.743638	0.933068	0.144496	0.977	5	0	0	0	1	0
KIFC1	0.670159	0.904774	1.22636	0.743593	0.933083	0.144517	0.598	3	0	0	0	1	0
MTBP	0.722605	0.921847	1.11619	0.743528	0.933099	0.144537	0.966	5	0	0	0	1	0
CLEC1B	0.892172	0.971688	0.857249	0.74316	0.933115	0.144589	1.446	7	0	0	0	2	1
TFRC	0.710234	0.917901	1.13985	0.743095	0.93313	0.144614	0.581	3	0	0	0	3	1
DCLK3	0.729405	0.923996	1.10256	0.743088	0.933146	0.144639	0.563	2	0	0	0	1	0
CHP2	0.889648	0.970998	0.858953	0.742003	0.933161	0.144771	1.465	7	0	0	0	2	1
COLEC12	0.709993	0.917823	1.1372	0.741053	0.933177	0.144889	0.354	1	0	0	0	1	0
C7	0.706892	0.916826	1.14305	0.740809	0.933192	0.1449	0.904	4	0	0	0	5	2
TAS2R3	0.886994	0.97027	0.860678	0.74072	0.933208	0.144918	1.775	9	0	0	0	2	1
CALCOCO1	0.717342	0.920174	1.12155	0.740314	0.933223	0.144971	0.636	3	0	0	0	1	0
KIAA1211L	0.615152	0.885821	1.35757	0.739761	0.933239	0.144987	0.244	0	0	0	1	0	0
MED6	0.906477	0.975578	0.836182	0.739469	0.933254	0.145035	0.998	5	0	0	0	2	1
ZFAND1	0.908816	0.97621	0.833354	0.739348	0.93327	0.145053	1.265	7	0	0	0	2	1
CEP68	0.687136	0.9104	1.18138	0.739036	0.933285	0.145083	0.442	2	0	0	0	1	0
ZFHX3	0.148493	0.631042	7.8812	0.73851	0.9333	0.145088	0.136	0	0	0	2	0	1
DDX4	0.72936	0.923982	1.09479	0.737794	0.933316	0.145136	0.263	0	0	0	0	1	0
NUMBL	0.670355	0.904839	1.216	0.737583	0.933331	0.145204	0.218	0	0	0	0	1	0
CCDC88A	10.6722	0.847585	0.081526	0.737449	0.933347	0.145207	0.13	0	1	0	0	0	1
PTPN6	0.672729	0.905632	1.20956	0.736915	0.933378	0.14529	0.132	0	0	0	0	1	0
FAM122A	0.889583	0.97098	0.851901	0.735844	0.933393	0.145349	0.791	4	0	0	0	2	1
AOC2	0.673681	0.905949	1.20433	0.735024	0.933408	0.145406	1.255	7	0	0	0	1	0
POU2F1	0.705434	0.916356	1.13594	0.734306	0.933424	0.145499	0.343	1	0	0	0	1	0
BRD9	0.714131	0.919149	1.11786	0.733753	0.933439	0.145553	0.522	2	0	0	0	1	0
EXOC8	0.725274	0.922693	1.09637	0.733694	0.933455	0.145579	0.194	0	0	0	0	1	0
VCPIP1	13.0488	0.888458	0.0631144	0.731706	0.93347	0.14571	0.119	0	1	0	0	0	0
DPYSL4	0.661324	0.901805	1.2266	0.731526	0.933485	0.145753	0.889	4	0	0	0	1	0
EXT1	0.706544	0.916714	1.12934	0.731474	0.933501	0.145777	0.261	0	0	0	0	1	0
TRPM3	0.413233	0.803749	2.20163	0.73124	0.933516	0.145781	0.453	2	0	0	0	3	0
SCARA3	0.722761	0.921897	1.09651	0.730614	0.933547	0.145868	1.045	5	0	0	0	1	0
PLEKHA6	0.507322	0.844876	1.70413	0.730433	0.933562	0.145899	0.422	2	0	0	0	2	0
RPP38	0.871478	0.965984	0.867488	0.730281	0.933578	0.145917	1.615	8	0	0	0	2	1
PCDHB8	0.648061	0.897297	1.25493	0.729744	0.933593	0.145999	1.202	6	0	0	0	1	0
OR10X1	0.889178	0.970869	0.845052	0.729512	0.933608	0.146056	1.847	9	0	0	0	2	1
GPR155	0.708932	0.917483	1.1206	0.728878	0.933624	0.14618	0.974	5	0	0	0	3	1
EPS8L2	0.686185	0.910088	1.16623	0.728298	0.933639	0.146207	0.627	3	0	0	0	1	0
F2	0.677555	0.907237	1.18474	0.728261	0.933654	0.146229	0.536	2	0	0	0	1	0
KIAA1958	0.692241	0.912073	1.15293	0.727932	0.93367	0.146266	0.643	3	0	0	0	1	0
TSGA10	0.736544	0.926238	1.06693	0.727875	0.933685	0.146289	0.409	1	0	0	0	1	0
C7orf61	0.887754	0.970478	0.844825	0.727856	0.9337	0.146308	1.038	5	0	0	0	2	1
MTMR12	0.726294	0.923015	1.08468	0.727151	0.933715	0.146361	0.275	1	0	0	0	3	1
KLHL6	0.686608	0.910227	1.16221	0.726342	0.933731	0.146412	0.805	4	0	0	0	1	0
KCNJ8	0.805943	4.03531	0.222908	0.724947	0.933746	0.146574	0.575	2	0	1	0	0	1
SLMAP	0.708594	0.917374	1.11509	0.724862	0.933761	0.146597	0.24	0	0	0	0	1	0
NUP85	0.70807	0.917205	1.11597	0.724761	0.933776	0.146619	0.145	0	0	0	0	1	0
FGF6	0.876612	0.967408	0.854186	0.724385	0.933792	0.146663	1.428	7	0	0	0	2	1
ADAM9	0.712679	0.918684	1.10492	0.72342	0.933807	0.146752	0.417	1	0	0	0	1	0
RRM1	0.711296	0.918241	1.10731	0.723232	0.933822	0.146789	0.103	0	0	0	0	1	0
IL17RC	0.6919	0.911962	1.14598	0.723095	0.933837	0.14686	0.867	4	0	0	0	1	0
RPP30	0.883039	0.969183	0.844194	0.722483	0.933853	0.1469	1.112	6	0	0	0	2	1
SFXN5	0.827584	4.07025	0.214423	0.72228	0.933868	0.146939	0.769	4	0	1	0	0	1
PNISR	0.678263	0.907472	1.17295	0.721955	0.933883	0.147015	0.178	0	0	0	0	1	0
NDST4	0.71563	0.919628	1.09641	0.721561	0.933898	0.147067	0.64	3	0	0	0	1	0
DHX16	0.525317	0.852112	1.61092	0.721096	0.933929	0.147116	0.638	3	0	0	0	2	0
C6orf58	0.887852	0.970505	0.83655	0.720826	0.933944	0.147135	1.314	7	0	0	0	2	1
BMP2K	0.634008	0.892448	1.27369	0.720679	0.933959	0.147162	0.381	1	0	0	0	1	0
MXD3	0.869393	0.965404	0.85754	0.719747	0.933989	0.147288	1.214	6	0	0	0	2	1
MAP6	0.756276	0.932353	1.01978	0.719064	0.934005	0.147386	0.568	2	0	0	0	1	0
AIFM3	0.683846	0.909318	1.15629	0.719019	0.93402	0.147407	0.988	5	0	0	0	1	0
